source_city,destination_city,cabin_class,season,demand,days_left,distance,duration,stops,price
Dubai,Mumbai,First,Shoulder,Low,33,1900,202,Non-stop,1618.81
Dubai,New York,First,Low,High,31,11000,885,Non-stop,8147.4
Dubai,Mumbai,Economy,Peak,High,9,1900,341,1 stop,473.77
Dubai,Singapore,Economy,Peak,High,56,5800,628,1 stop,1253.62
Dubai,Sydney,Business,Shoulder,High,48,12000,960,Non-stop,6417.7
Dubai,Los Angeles,Economy,Low,High,32,13400,1065,Non-stop,2445.6
Dubai,Frankfurt,Business,Low,High,9,4800,590,1 stop,3141.95
Dubai,London,Economy,Peak,Medium,51,5500,704,1 stop,922.14
Dubai,New York,Economy,Low,High,44,11000,885,Non-stop,1437.91
Dubai,New York,Economy,Low,Medium,56,11000,1264,2+ stops,909.29
Dubai,London,Economy,Peak,High,53,5500,472,Non-stop,1555.37
Dubai,New York,Business,Low,Low,32,11000,885,Non-stop,2927.75
Dubai,Tokyo,Business,Peak,Medium,49,8000,909,2+ stops,2980.78
Dubai,Mumbai,Business,Low,Low,38,1900,202,Non-stop,700.74
Dubai,Delhi,First,Low,Low,20,2200,367,1 stop,890.05
Dubai,Tokyo,Economy,Low,High,25,8000,660,Non-stop,2362.91
Dubai,Los Angeles,Economy,Peak,Medium,59,13400,1387,2+ stops,1724.83
Dubai,Los Angeles,Economy,Shoulder,Medium,57,13400,1433,2+ stops,1150.19
Dubai,New York,Business,Peak,Low,16,11000,1113,1 stop,7244.46
Dubai,Tokyo,Economy,Low,Medium,16,8000,1072,2+ stops,828.63
Dubai,Los Angeles,Business,Shoulder,Medium,16,13400,1065,Non-stop,7744.13
Dubai,Sydney,Economy,Peak,Medium,43,12000,1128,1 stop,1951.97
Dubai,Delhi,Business,Low,Medium,44,2200,225,Non-stop,841.69
Dubai,Singapore,Business,Peak,High,22,5800,821,2+ stops,3522.31
Dubai,Singapore,Economy,Peak,Medium,33,5800,495,Non-stop,1359.99
Dubai,Los Angeles,Economy,Low,Medium,35,13400,1185,1 stop,1221.33
Dubai,Singapore,Economy,Peak,Low,26,5800,653,1 stop,1191.67
Dubai,Delhi,Economy,Peak,Low,30,2200,531,2+ stops,187.9
Dubai,New York,Economy,Low,High,19,11000,885,Non-stop,2266.08
Dubai,Sydney,Economy,Peak,High,53,12000,960,Non-stop,3615.25
Dubai,London,Economy,Shoulder,Medium,30,5500,472,Non-stop,738.76
Dubai,New York,Economy,Shoulder,Medium,11,11000,885,Non-stop,1691.14
Dubai,New York,First,Shoulder,Medium,14,11000,885,Non-stop,14686.74
Dubai,Tokyo,Business,Shoulder,Medium,18,8000,1056,2+ stops,4546.3
Dubai,Los Angeles,Business,Peak,Medium,45,13400,1280,1 stop,9406.9
Dubai,Delhi,Economy,Low,Medium,44,2200,225,Non-stop,224.23
Dubai,London,Economy,Low,High,45,5500,472,Non-stop,715.47
Dubai,London,First,Low,Medium,43,5500,721,2+ stops,2692.94
Dubai,Los Angeles,Economy,Low,Medium,55,13400,1333,2+ stops,731.11
Dubai,New York,Business,Low,Medium,52,11000,1015,1 stop,4609.11
Dubai,Sydney,Economy,Low,High,34,12000,1101,1 stop,1683.87
Dubai,Delhi,Business,Low,High,40,2200,225,Non-stop,1386.05
Dubai,Sydney,Economy,Low,Medium,53,12000,1163,1 stop,1020.15
Dubai,London,Economy,Peak,Medium,54,5500,912,2+ stops,745.01
Dubai,Tokyo,Economy,Low,Low,26,8000,660,Non-stop,520.83
Dubai,Delhi,Business,Low,Medium,11,2200,512,2+ stops,660.77
Dubai,Tokyo,Economy,Shoulder,High,36,8000,660,Non-stop,1846.89
Dubai,Los Angeles,Business,Peak,Medium,51,13400,1409,2+ stops,6168.21
Dubai,Tokyo,Economy,Low,High,9,8000,660,Non-stop,1858.3
Dubai,Los Angeles,Economy,Low,High,2,13400,1275,1 stop,2920.55
Dubai,Los Angeles,Business,Shoulder,Medium,56,13400,1065,Non-stop,7634.36
Dubai,Los Angeles,Business,Shoulder,High,14,13400,1065,Non-stop,9023.2
Dubai,Delhi,Business,Low,High,8,2200,377,1 stop,1330.51
Dubai,Sydney,Economy,Shoulder,Low,36,12000,1385,2+ stops,689.84
Dubai,Sydney,Business,Low,Medium,33,12000,1159,1 stop,3641.53
Dubai,Frankfurt,Economy,Low,Low,31,4800,420,Non-stop,417.28
Dubai,New York,Economy,Shoulder,High,5,11000,885,Non-stop,3536.34
Dubai,Singapore,Economy,Peak,Low,47,5800,495,Non-stop,1162.87
Dubai,Delhi,Economy,Low,Medium,1,2200,469,2+ stops,258.99
Dubai,New York,Economy,Shoulder,Low,47,11000,1022,1 stop,879.63
Dubai,Tokyo,First,Shoulder,Medium,37,8000,828,1 stop,6076.1
Dubai,Los Angeles,Economy,Peak,Low,52,13400,1277,1 stop,1547.62
Dubai,London,Economy,Low,Medium,34,5500,649,1 stop,551.82
Dubai,Sydney,First,Shoulder,High,45,12000,1104,1 stop,12031.47
Dubai,Singapore,Economy,Peak,Medium,51,5800,655,1 stop,1114.03
Dubai,New York,Economy,Low,Medium,52,11000,885,Non-stop,1580.12
Dubai,Singapore,Economy,Peak,Low,27,5800,846,2+ stops,639.64
Dubai,Delhi,Economy,Shoulder,Medium,60,2200,225,Non-stop,387.59
Dubai,Frankfurt,Economy,Peak,Low,22,4800,420,Non-stop,951.25
Dubai,Delhi,Economy,Shoulder,Medium,18,2200,418,1 stop,406.99
Dubai,Frankfurt,Economy,Shoulder,Low,14,4800,420,Non-stop,483.61
Dubai,New York,Economy,Low,Medium,14,11000,1033,1 stop,1102.55
Dubai,Mumbai,Economy,Shoulder,Medium,22,1900,364,1 stop,264.13
Dubai,Frankfurt,Business,Peak,High,19,4800,576,1 stop,6546.99
Dubai,New York,Economy,Peak,Medium,49,11000,1105,1 stop,2264.05
Dubai,Singapore,Economy,Peak,High,17,5800,495,Non-stop,2169.1
Dubai,Los Angeles,Economy,Low,Medium,27,13400,1065,Non-stop,2171.43
Dubai,Mumbai,Economy,Peak,Medium,60,1900,202,Non-stop,420.37
Dubai,Delhi,Economy,Shoulder,Low,31,2200,402,1 stop,197.6
Dubai,Singapore,Economy,Peak,Medium,31,5800,766,2+ stops,944.45
Dubai,Singapore,Economy,Shoulder,Medium,60,5800,495,Non-stop,940.09
Dubai,London,Economy,Peak,Medium,9,5500,616,1 stop,1372.95
Dubai,Frankfurt,Economy,Shoulder,Low,38,4800,420,Non-stop,511.98
Dubai,New York,First,Shoulder,High,17,11000,1071,1 stop,11391.48
Dubai,Sydney,Economy,Low,Medium,24,12000,960,Non-stop,1541.58
Dubai,Tokyo,Economy,Shoulder,Low,55,8000,660,Non-stop,865.85
Dubai,Sydney,Economy,Low,Low,29,12000,1129,1 stop,1305.97
Dubai,Mumbai,Business,Low,High,42,1900,202,Non-stop,1720.1
Dubai,Tokyo,Business,Peak,Low,52,8000,857,1 stop,4657.06
Dubai,Delhi,Economy,Peak,Medium,54,2200,225,Non-stop,385.78
Dubai,Frankfurt,First,Low,High,40,4800,761,2+ stops,2395.84
Dubai,Los Angeles,Economy,Low,High,40,13400,1186,1 stop,1350.08
Dubai,New York,Economy,Peak,Low,15,11000,885,Non-stop,2181.52
Dubai,New York,Economy,Shoulder,Medium,60,11000,1230,2+ stops,916.69
Dubai,Frankfurt,Business,Low,High,4,4800,420,Non-stop,4451.46
Dubai,Los Angeles,First,Peak,Medium,17,13400,1345,2+ stops,9609.51
Dubai,Los Angeles,Economy,Shoulder,Medium,52,13400,1273,1 stop,2009.57
Dubai,Los Angeles,First,Shoulder,Low,4,13400,1319,2+ stops,10241.02
Dubai,Singapore,Economy,Shoulder,High,7,5800,849,2+ stops,859.97
Dubai,Tokyo,Economy,Peak,Medium,56,8000,660,Non-stop,1481.63
Dubai,Sydney,Economy,Peak,Low,44,12000,1097,1 stop,1657.32
Dubai,Frankfurt,Economy,Peak,Medium,45,4800,420,Non-stop,945.8
Dubai,Mumbai,Business,Low,Low,16,1900,376,1 stop,932.64
Dubai,Los Angeles,Economy,Peak,Low,30,13400,1315,2+ stops,1403.88
Dubai,London,Economy,Peak,High,30,5500,919,2+ stops,856.08
Dubai,Sydney,Economy,Low,Medium,40,12000,1163,1 stop,1013.98
Dubai,New York,Economy,Low,Low,32,11000,1304,2+ stops,539.56
Dubai,London,Economy,Low,Low,25,5500,472,Non-stop,700.51
Dubai,Tokyo,Business,Low,Low,48,8000,660,Non-stop,2690.95
Dubai,Singapore,Economy,Peak,High,20,5800,677,1 stop,1629.09
Dubai,Singapore,Economy,Peak,Low,24,5800,660,1 stop,1002.04
Dubai,Frankfurt,Economy,Shoulder,Medium,40,4800,561,1 stop,571.51
Dubai,Frankfurt,Economy,Low,Medium,32,4800,635,1 stop,401.82
Dubai,Tokyo,Economy,Low,Medium,10,8000,932,2+ stops,735.41
Dubai,Los Angeles,Economy,Low,Medium,56,13400,1489,2+ stops,808.87
Dubai,Tokyo,Economy,Low,Medium,52,8000,660,Non-stop,906.74
Dubai,Los Angeles,Economy,Low,Medium,17,13400,1188,1 stop,1770.36
Dubai,New York,Economy,Shoulder,High,3,11000,885,Non-stop,3749.53
Dubai,Los Angeles,Economy,Shoulder,Low,10,13400,1065,Non-stop,2263.37
Dubai,Singapore,Economy,Peak,Low,24,5800,719,1 stop,1017.81
Dubai,Singapore,Business,Low,Medium,34,5800,495,Non-stop,3251.38
Dubai,Singapore,Business,Peak,Medium,3,5800,636,1 stop,7267.06
Dubai,Mumbai,Economy,Peak,Medium,50,1900,369,1 stop,313.06
Dubai,Singapore,Business,Low,Medium,9,5800,495,Non-stop,4026.37
Dubai,Tokyo,Business,Low,Low,2,8000,660,Non-stop,4009.99
Dubai,Mumbai,Economy,Peak,Low,32,1900,662,2+ stops,188.72
Dubai,New York,Economy,Shoulder,Low,49,11000,1078,1 stop,1308.96
Dubai,New York,Economy,Shoulder,Low,48,11000,1011,1 stop,992.96
Dubai,Los Angeles,Business,Low,Medium,13,13400,1249,1 stop,4992.18
Dubai,London,Economy,Low,High,18,5500,472,Non-stop,1068.99
Dubai,Frankfurt,Economy,Low,Medium,52,4800,619,1 stop,485.71
Dubai,Tokyo,Economy,Shoulder,High,49,8000,809,1 stop,1125.96
Dubai,Sydney,Business,Shoulder,High,44,12000,1195,1 stop,5874.0
Dubai,New York,Economy,Shoulder,High,35,11000,1305,2+ stops,1376.08
Dubai,Sydney,Economy,Low,High,1,12000,1245,2+ stops,2303.62
Dubai,Sydney,Business,Low,Medium,55,12000,1196,1 stop,3859.42
Dubai,New York,Economy,Low,High,48,11000,1129,2+ stops,1180.73
Dubai,London,Economy,Shoulder,Medium,38,5500,472,Non-stop,859.84
Dubai,Singapore,Economy,Low,Low,39,5800,664,1 stop,448.69
Dubai,Tokyo,Economy,Shoulder,Low,45,8000,660,Non-stop,1011.3
Dubai,Los Angeles,Business,Low,Medium,53,13400,1065,Non-stop,5257.07
Dubai,New York,Economy,Shoulder,Medium,33,11000,1111,1 stop,1152.53
Dubai,Tokyo,Economy,Low,Medium,20,8000,1039,2+ stops,721.41
Dubai,Los Angeles,Business,Shoulder,Medium,20,13400,1065,Non-stop,8417.03
Dubai,Mumbai,Economy,Peak,Medium,44,1900,353,1 stop,305.91
Dubai,Tokyo,Economy,Peak,Low,39,8000,1103,2+ stops,640.23
Dubai,Delhi,Economy,Shoulder,Low,47,2200,442,1 stop,179.11
Dubai,Mumbai,Economy,Low,Low,39,1900,202,Non-stop,190.51
Dubai,Frankfurt,First,Low,High,3,4800,420,Non-stop,6512.28
Dubai,Singapore,Economy,Peak,Low,35,5800,495,Non-stop,973.39
Dubai,Sydney,Economy,Peak,Medium,13,12000,1393,2+ stops,1673.06
Dubai,Mumbai,Economy,Shoulder,Medium,54,1900,681,2+ stops,167.42
Dubai,London,Economy,Peak,High,59,5500,472,Non-stop,1543.43
Dubai,Tokyo,Business,Shoulder,Medium,56,8000,822,1 stop,2995.4
Dubai,Tokyo,Economy,Shoulder,High,13,8000,1134,2+ stops,1200.36
Dubai,Delhi,Economy,Shoulder,Medium,47,2200,621,2+ stops,191.98
Dubai,London,Economy,Shoulder,Low,24,5500,741,2+ stops,417.61
Dubai,Singapore,Economy,Shoulder,Low,31,5800,495,Non-stop,637.64
Dubai,Tokyo,Business,Low,Medium,3,8000,660,Non-stop,8662.59
Dubai,Frankfurt,Economy,Shoulder,Medium,21,4800,844,2+ stops,444.98
Dubai,London,Economy,Low,Medium,43,5500,472,Non-stop,733.02
Dubai,Tokyo,Economy,Low,High,24,8000,852,1 stop,1807.46
Dubai,Sydney,Economy,Low,Medium,6,12000,1268,2+ stops,1250.61
Dubai,London,Economy,Low,Low,12,5500,935,2+ stops,306.99
Dubai,Los Angeles,Economy,Shoulder,Low,50,13400,1065,Non-stop,1681.29
Dubai,Mumbai,Economy,Shoulder,Medium,11,1900,202,Non-stop,376.5
Dubai,Los Angeles,Business,Low,Medium,33,13400,1065,Non-stop,6400.05
Dubai,Frankfurt,First,Shoulder,Medium,24,4800,420,Non-stop,4363.56
Dubai,Delhi,Economy,Low,Low,50,2200,225,Non-stop,202.2
Dubai,Singapore,Economy,Peak,Medium,23,5800,699,1 stop,1511.53
Dubai,Sydney,Economy,Low,Medium,2,12000,960,Non-stop,2219.18
Dubai,New York,Economy,Low,Medium,59,11000,1026,1 stop,1289.75
Dubai,Los Angeles,Business,Shoulder,Medium,12,13400,1242,1 stop,5658.53
Dubai,Frankfurt,Economy,Low,Low,45,4800,420,Non-stop,418.93
Dubai,Sydney,Economy,Peak,Medium,7,12000,1183,1 stop,2419.98
Dubai,Singapore,Business,Shoulder,High,29,5800,727,1 stop,4222.22
Dubai,Singapore,Economy,Peak,Low,39,5800,721,1 stop,844.3
Dubai,Frankfurt,Economy,Shoulder,Medium,2,4800,553,1 stop,1122.68
Dubai,London,Economy,Low,High,46,5500,472,Non-stop,998.15
Dubai,Mumbai,Economy,Low,Medium,25,1900,202,Non-stop,334.35
Dubai,Delhi,Economy,Shoulder,Medium,57,2200,225,Non-stop,363.94
Dubai,Frankfurt,Business,Low,Medium,8,4800,672,2+ stops,1220.06
Dubai,Mumbai,Economy,Peak,High,54,1900,202,Non-stop,429.21
Dubai,Delhi,Business,Shoulder,High,49,2200,380,1 stop,1482.84
Dubai,Singapore,Business,Low,Medium,56,5800,495,Non-stop,2917.85
Dubai,Los Angeles,Business,Shoulder,Low,33,13400,1065,Non-stop,5378.5
Dubai,Sydney,Economy,Peak,High,6,12000,960,Non-stop,5242.79
Dubai,London,Business,Shoulder,High,54,5500,668,1 stop,3645.53
Dubai,London,Economy,Low,High,60,5500,617,1 stop,803.36
Dubai,Frankfurt,Business,Shoulder,Low,47,4800,629,1 stop,1848.21
Dubai,Tokyo,Economy,Peak,Low,16,8000,789,1 stop,1225.57
Dubai,Delhi,Economy,Shoulder,Medium,8,2200,225,Non-stop,392.82
Dubai,Frankfurt,Business,Peak,High,46,4800,420,Non-stop,5122.21
Dubai,Sydney,Business,Low,Low,22,12000,1390,2+ stops,2932.24
Dubai,Los Angeles,First,Low,Medium,33,13400,1233,1 stop,7026.88
Dubai,London,Business,Shoulder,Medium,56,5500,914,2+ stops,1606.64
Dubai,Delhi,Economy,Low,Medium,25,2200,522,2+ stops,188.37
Dubai,New York,Economy,Low,Medium,44,11000,1084,1 stop,1243.17
Dubai,Los Angeles,Economy,Peak,Medium,27,13400,1461,2+ stops,1939.14
Dubai,Los Angeles,Economy,Low,Low,5,13400,1468,2+ stops,901.68
Dubai,Delhi,First,Low,High,22,2200,443,1 stop,2498.98
Dubai,Frankfurt,First,Low,Medium,35,4800,420,Non-stop,3386.39
Dubai,Delhi,Economy,Shoulder,High,33,2200,528,2+ stops,220.21
Dubai,Sydney,Economy,Peak,High,37,12000,1175,1 stop,2590.07
Dubai,London,Economy,Low,Medium,55,5500,472,Non-stop,681.85
Dubai,Frankfurt,Business,Low,High,16,4800,844,2+ stops,1911.5
Dubai,Delhi,Economy,Low,Low,42,2200,658,2+ stops,145.7
Dubai,Tokyo,Business,Peak,High,50,8000,948,2+ stops,5248.92
Dubai,New York,Economy,Low,Medium,42,11000,1120,1 stop,950.51
Dubai,Delhi,Economy,Peak,Low,46,2200,225,Non-stop,285.84
Dubai,Frankfurt,Economy,Peak,High,2,4800,420,Non-stop,2641.03
Dubai,Los Angeles,First,Peak,Low,55,13400,1065,Non-stop,15449.44
Dubai,Frankfurt,Economy,Low,Low,18,4800,420,Non-stop,456.45
Dubai,Singapore,Economy,Low,Low,50,5800,495,Non-stop,811.36
Dubai,Singapore,Economy,Shoulder,Low,49,5800,495,Non-stop,1224.7
Dubai,Mumbai,Economy,Peak,High,56,1900,540,2+ stops,256.34
Dubai,Singapore,Business,Low,Low,54,5800,889,2+ stops,978.15
Dubai,London,Economy,Low,Medium,7,5500,618,1 stop,909.73
Dubai,Los Angeles,Economy,Peak,High,3,13400,1278,1 stop,4642.11
Dubai,Los Angeles,Economy,Low,Medium,35,13400,1186,1 stop,868.71
Dubai,Sydney,Economy,Peak,Medium,1,12000,960,Non-stop,4875.31
Dubai,London,Economy,Low,Low,14,5500,638,1 stop,432.2
Dubai,Tokyo,Economy,Low,Low,53,8000,660,Non-stop,878.52
Dubai,Tokyo,Business,Peak,Low,11,8000,899,1 stop,3907.99
Dubai,Singapore,Economy,Low,High,53,5800,495,Non-stop,812.75
Dubai,Los Angeles,Economy,Low,Medium,1,13400,1065,Non-stop,2721.47
Dubai,New York,Economy,Peak,High,47,11000,885,Non-stop,2658.65
Dubai,Delhi,Business,Low,Low,44,2200,225,Non-stop,772.58
Dubai,Los Angeles,Economy,Low,Medium,53,13400,1065,Non-stop,1622.0
Dubai,Singapore,First,Peak,Medium,35,5800,495,Non-stop,8473.21
Dubai,New York,Economy,Peak,Medium,54,11000,885,Non-stop,2577.83
Dubai,Singapore,Business,Peak,High,17,5800,666,1 stop,6625.14
Dubai,Los Angeles,Economy,Low,Low,1,13400,1217,1 stop,3103.01
Dubai,Delhi,Business,Shoulder,Low,37,2200,225,Non-stop,722.62
Dubai,Los Angeles,Economy,Low,Low,37,13400,1276,1 stop,1255.51
Dubai,Sydney,Economy,Peak,Medium,54,12000,960,Non-stop,2290.3
Dubai,Mumbai,Economy,Shoulder,High,33,1900,202,Non-stop,320.4
Dubai,Singapore,Economy,Low,High,11,5800,495,Non-stop,949.96
Dubai,Los Angeles,Business,Low,Medium,57,13400,1065,Non-stop,5857.49
Dubai,Mumbai,Economy,Peak,High,26,1900,393,1 stop,785.7
Dubai,New York,Economy,Low,High,2,11000,1107,1 stop,2166.16
Dubai,Los Angeles,Business,Low,Medium,60,13400,1284,1 stop,4965.99
Dubai,Delhi,Business,Shoulder,Medium,35,2200,385,1 stop,965.12
Dubai,Mumbai,Economy,Peak,Medium,3,1900,202,Non-stop,814.18
Dubai,Mumbai,Economy,Low,Medium,57,1900,202,Non-stop,257.35
Dubai,New York,Economy,Low,Low,39,11000,1049,1 stop,774.35
Dubai,Singapore,Economy,Low,Medium,52,5800,737,2+ stops,375.48
Dubai,Tokyo,Economy,Shoulder,Medium,37,8000,810,1 stop,1019.43
Dubai,Tokyo,Economy,Peak,Low,36,8000,660,Non-stop,1543.84
Dubai,Mumbai,First,Shoulder,Low,9,1900,384,1 stop,1461.58
Dubai,Los Angeles,First,Low,Low,23,13400,1193,1 stop,7085.0
Dubai,Sydney,Business,Low,High,27,12000,960,Non-stop,9654.76
Dubai,London,Economy,Low,Medium,50,5500,609,1 stop,734.19
Dubai,Tokyo,First,Shoulder,High,21,8000,660,Non-stop,9076.07
Dubai,New York,Business,Low,Medium,15,11000,885,Non-stop,6786.52
Dubai,Mumbai,Economy,Low,Low,6,1900,411,1 stop,176.38
Dubai,Tokyo,Economy,Low,Low,58,8000,660,Non-stop,766.45
Dubai,Tokyo,Economy,Low,High,50,8000,1119,2+ stops,796.21
Dubai,Singapore,Economy,Peak,High,27,5800,939,2+ stops,802.49
Dubai,Frankfurt,Economy,Low,High,52,4800,564,1 stop,676.53
Dubai,Sydney,Economy,Peak,Low,27,12000,1099,1 stop,2798.03
Dubai,Delhi,Economy,Low,Medium,1,2200,446,1 stop,471.66
Dubai,Tokyo,First,Peak,Low,5,8000,1049,2+ stops,6766.09
Dubai,Delhi,Economy,Peak,High,19,2200,444,1 stop,659.5
Dubai,Frankfurt,Economy,Shoulder,High,52,4800,600,1 stop,761.92
Dubai,Sydney,Economy,Low,Low,4,12000,960,Non-stop,1776.77
Dubai,Los Angeles,First,Low,Medium,41,13400,1215,1 stop,8738.89
Dubai,Los Angeles,Economy,Low,Medium,52,13400,1065,Non-stop,1803.42
Dubai,Delhi,Business,Shoulder,Low,10,2200,345,1 stop,1017.24
Dubai,Singapore,Economy,Peak,High,47,5800,495,Non-stop,1569.57
Dubai,London,First,Shoulder,High,2,5500,472,Non-stop,11905.88
Dubai,New York,Economy,Peak,Medium,43,11000,1014,1 stop,1648.46
Dubai,London,Economy,Peak,Medium,1,5500,770,2+ stops,1117.7
Dubai,Mumbai,Economy,Peak,Low,4,1900,490,2+ stops,310.11
Dubai,London,Economy,Peak,Low,1,5500,472,Non-stop,2152.92
Dubai,New York,Business,Shoulder,Low,53,11000,1083,1 stop,3646.93
Dubai,Tokyo,Business,Low,High,23,8000,854,1 stop,6974.06
Dubai,New York,Economy,Low,High,30,11000,1203,2+ stops,1156.4
Dubai,Sydney,First,Low,Medium,11,12000,1082,1 stop,10499.16
Dubai,Delhi,Economy,Low,Low,30,2200,351,1 stop,208.21
Dubai,Tokyo,Economy,Shoulder,Low,40,8000,880,1 stop,659.25
Dubai,Tokyo,Economy,Shoulder,Low,13,8000,880,1 stop,785.42
Dubai,New York,Business,Low,High,36,11000,885,Non-stop,6487.97
Dubai,Delhi,Business,Shoulder,Low,42,2200,225,Non-stop,1056.16
Dubai,Sydney,Business,Peak,Low,53,12000,960,Non-stop,7202.44
Dubai,Tokyo,Economy,Peak,Low,43,8000,826,1 stop,1074.25
Dubai,New York,Economy,Peak,High,24,11000,1117,1 stop,4493.37
Dubai,New York,Business,Peak,High,25,11000,885,Non-stop,16392.75
Dubai,London,First,Peak,Medium,50,5500,472,Non-stop,7662.67
Dubai,New York,Economy,Peak,Medium,19,11000,1040,1 stop,2530.96
Dubai,New York,Business,Shoulder,High,53,11000,885,Non-stop,10603.89
Dubai,New York,Economy,Peak,High,46,11000,1051,1 stop,2236.3
Dubai,Frankfurt,Economy,Shoulder,Low,21,4800,420,Non-stop,589.82
Dubai,Tokyo,Economy,Peak,Medium,53,8000,1088,2+ stops,1548.49
Dubai,Mumbai,Economy,Peak,High,8,1900,202,Non-stop,713.75
Dubai,Frankfurt,Business,Low,Medium,49,4800,600,1 stop,1537.99
Dubai,London,Business,Peak,Medium,15,5500,594,1 stop,3771.8
Dubai,Frankfurt,Business,Shoulder,Medium,10,4800,420,Non-stop,3470.64
Dubai,London,Business,Shoulder,Medium,52,5500,472,Non-stop,3031.33
Dubai,Sydney,Economy,Peak,Low,32,12000,960,Non-stop,2400.65
Dubai,Delhi,Economy,Low,Medium,55,2200,225,Non-stop,194.52
Dubai,Frankfurt,Economy,Peak,Medium,26,4800,874,2+ stops,623.52
Dubai,London,Economy,Shoulder,Low,29,5500,637,1 stop,589.44
Dubai,Sydney,First,Low,Medium,59,12000,1130,1 stop,5959.96
Dubai,Mumbai,Economy,Shoulder,Medium,4,1900,403,1 stop,301.44
Dubai,Mumbai,First,Shoulder,Low,4,1900,416,1 stop,2044.87
Dubai,London,Economy,Peak,Medium,10,5500,661,1 stop,1309.76
Dubai,Delhi,Economy,Low,Low,13,2200,433,1 stop,289.11
Dubai,Delhi,Economy,Low,Low,28,2200,605,2+ stops,175.66
Dubai,Singapore,Economy,Low,Low,26,5800,630,1 stop,628.01
Dubai,Los Angeles,First,Low,Low,49,13400,1065,Non-stop,7477.5
Dubai,Tokyo,Economy,Peak,Low,11,8000,660,Non-stop,1504.0
Dubai,New York,Economy,Peak,Medium,36,11000,885,Non-stop,2148.1
Dubai,London,Economy,Peak,Low,2,5500,891,2+ stops,1210.52
Dubai,London,Economy,Peak,Low,44,5500,472,Non-stop,1242.16
Dubai,London,Business,Shoulder,High,49,5500,472,Non-stop,3233.21
Dubai,Sydney,Economy,Peak,High,44,12000,960,Non-stop,2562.53
Dubai,Tokyo,Business,Low,High,25,8000,882,1 stop,5190.76
Dubai,Delhi,Economy,Low,Medium,35,2200,225,Non-stop,266.94
Dubai,Frankfurt,Economy,Low,Medium,47,4800,658,1 stop,436.04
Dubai,Sydney,Economy,Peak,High,32,12000,960,Non-stop,3734.74
Dubai,Tokyo,Economy,Shoulder,Low,50,8000,831,1 stop,657.75
Dubai,Tokyo,Economy,Peak,Medium,11,8000,816,1 stop,2082.79
Dubai,Frankfurt,Economy,Peak,Medium,35,4800,637,1 stop,797.06
Dubai,Tokyo,Business,Low,Low,1,8000,890,1 stop,4534.2
Dubai,London,Economy,Peak,High,50,5500,784,2+ stops,980.61
Dubai,Mumbai,Economy,Low,Low,58,1900,202,Non-stop,215.5
Dubai,Los Angeles,Economy,Low,Low,24,13400,1498,2+ stops,859.8
Dubai,Sydney,First,Low,High,44,12000,1254,2+ stops,6177.76
Dubai,Mumbai,Economy,Peak,Medium,49,1900,345,1 stop,278.66
Dubai,Los Angeles,Economy,Low,High,2,13400,1065,Non-stop,4274.37
Dubai,New York,Economy,Peak,Low,18,11000,885,Non-stop,4009.83
Dubai,Tokyo,Economy,Peak,Medium,9,8000,928,2+ stops,1069.25
Dubai,Delhi,Economy,Shoulder,Low,5,2200,557,2+ stops,236.81
Dubai,Sydney,First,Low,High,7,12000,1101,1 stop,11241.57
Dubai,Frankfurt,Economy,Shoulder,High,55,4800,773,2+ stops,454.98
Dubai,Tokyo,Economy,Low,High,45,8000,660,Non-stop,1970.09
Dubai,Sydney,Economy,Shoulder,Low,48,12000,1416,2+ stops,930.05
Dubai,Los Angeles,Business,Low,Medium,56,13400,1065,Non-stop,5580.65
Dubai,Los Angeles,Economy,Shoulder,Low,43,13400,1429,2+ stops,899.33
Dubai,Los Angeles,Economy,Shoulder,Low,45,13400,1288,1 stop,1585.26
Dubai,Singapore,Economy,Shoulder,High,35,5800,685,1 stop,1023.49
Dubai,Mumbai,Economy,Low,Medium,25,1900,490,2+ stops,142.69
Dubai,Mumbai,Economy,Low,High,4,1900,202,Non-stop,467.13
Dubai,Tokyo,Economy,Peak,Medium,33,8000,823,1 stop,1394.11
Dubai,Los Angeles,First,Low,Medium,51,13400,1233,1 stop,6771.78
Dubai,Delhi,Economy,Shoulder,Low,20,2200,671,2+ stops,200.87
Dubai,Tokyo,Economy,Low,Low,23,8000,660,Non-stop,781.36
Dubai,Tokyo,Economy,Peak,Low,12,8000,802,1 stop,1535.14
Dubai,New York,Business,Low,Low,60,11000,885,Non-stop,3297.53
Dubai,London,Economy,Shoulder,Medium,54,5500,597,1 stop,1018.42
Dubai,Frankfurt,Business,Low,Medium,28,4800,420,Non-stop,2008.03
Dubai,London,Business,Shoulder,Low,49,5500,472,Non-stop,1993.23
Dubai,Los Angeles,Economy,Low,Medium,6,13400,1358,2+ stops,1465.34
Dubai,London,First,Low,Medium,3,5500,472,Non-stop,9085.14
Dubai,Tokyo,Business,Low,High,56,8000,660,Non-stop,3885.58
Dubai,Frankfurt,Economy,Shoulder,Low,12,4800,420,Non-stop,684.73
Dubai,Los Angeles,Business,Shoulder,Low,56,13400,1493,2+ stops,2683.97
Dubai,Singapore,Economy,Low,Medium,9,5800,906,2+ stops,475.06
Dubai,New York,First,Low,Low,31,11000,1051,1 stop,4880.78
Dubai,London,Economy,Shoulder,High,39,5500,472,Non-stop,1458.65
Dubai,Tokyo,Business,Shoulder,High,7,8000,832,1 stop,6820.1
